!RNX Dual-Polarized Feed Calibration Data,,,,,,,
!Created: 20250720T124420ZZ,,,,,,,
!Operator: DL&TRH,,,,,,,
!Equipment:,,,,,,,
!  Signal_Generator: PLASG-T8G40G_SN:未知,,,,,,,
!  Spectrum_Analyzer: NRP50S_SN:未知,,,,,,,
!  Antenna: RNX_ANT_SN:SN00000,,,,,,,
!Environment: 25.0C, 50.0%RH,,,,,,
!Frequency:,,,,,,,
!  Start: 8.0 GHz,,,,,,,
!  Stop: 40.0 GHz,,,,,,,
!  Step: FreqList GHz,,,,,,,
!  Points: 81,,,,,,,
!Data Columns:,,,,,,,
!  1: Frequency(GHz),,,,,,,
!  2: Theta(dB),,,,,,,
!  3: Phi(dB),,,,,,,
!  4: Horn_Gain(GHz),,,,,,,
!  5: Theta_corrected(dB),,,,,,,
!  6: Phi_corrected(dB),,,,,,,
!  7: Phi_corrected(dB),,,,,,,
!  8: Phi_corrected(dB),,,,,,,
!VersionNotes: ref_PowerList:[X:-20.0dBm/KU:-15dBm/K:-30dbm/KA:--20.0dBm](FreqList),,,,,,,
Frequency,Theta,Phi,Horn_Gain,Theta_corrected,Phi_corrected,Theta_corrected_V/M,Phi_corrected_V/M
8,11.18,11.76,12.07061,-0.89061,-0.31061,16.55534488,17.69857222
8.309071,11.01,10.66,12.58183238,-1.571832377,-1.921832377,15.89789398,15.27001967
8.348568,10.64,10.88,12.60957902,-1.96957902,-1.72957902,15.25849793,15.68598456
8.728139,9.7,10.2,13.010578044499999,-3.310578044,-2.810578044,13.67009388,14.48009786
8.750349,9.66,10.32,13.0000394,-3.3400394,-2.6800394,13.65847305,14.73676473
8.753542,9.64,10.34,12.99852432,-3.358524321,-2.658524321,13.63440999,14.77870394
9.175874,8.56,9.25,12.683170559199999,-4.123170559,-3.433170559,13.0878304,14.16992849
9.185137,8.59,9.21,12.67289604,-4.08289604,-3.46289604,13.16193015,14.13577363
9.645575,7.54,7.27,12.52840848,-4.988408477,-5.258408478,12.45335716,12.07220061
9.654768,7.7,7.26,12.519966545599999,-4.819966546,-5.259966546,12.70931841,12.081539
10.113841,6.28,5.58,11.55277989,-5.272779888,-5.972779888,12.6373459,11.65885424
10.137307,5.92,5.34,11.54208174,-5.622081739,-6.202081739,12.1673852,11.38144115
10.167581,5.44,4.98,11.52827982,-6.088279822,-6.548279822,11.56597888,10.96938792
10.663038,4.56,5.15,12.226516443400001,-7.666516443,-7.076516443,10.11425456,10.82514893
10.717369,4.48,5.25,12.30633293,-7.826332931,-7.056332931,9.980453659,10.90561803
11.225756,4.73,4.61,11.704139022399998,-6.974139022,-7.094139022,11.53154219,11.3733235
11.307529,4.07,3.62,11.564288087100001,-7.494288087,-7.944288087,10.94037104,10.38800264
11.828772,3.77,4.24,11.859755,-8.089754998,-7.619754998,10.68638106,11.28055991
11.941833,4.4,4.6,11.95840631,-7.558406307,-7.358406307,11.46910222,11.73625193
12.47576,3.7,3.21,12.15971788,-8.45971788,-8.94971788,19.20701444,18.15347882
12.62449,3.07,3.56,12.11217282,-9.042172821,-8.552172821,18.17539872,19.23020646
13.1708,2.43,2.01,11.878195759999999,-9.44819576,-9.86819576,18.09593853,17.24174081
13.360197,2.32,2.07,11.995331562299999,-9.675331562,-9.925331562,17.88236805,17.37500864
13.918437,1.19,1.2,12.29154016,-11.10154016,-11.09154016,15.80855611,15.82676687
14.154209,0.74,0.75,12.5884867,-11.8484867,-11.8384867,14.75163012,14.76862334
14.723743,-0.72,-0.55,12.97241578,-13.69241578,-13.52241578,12.41012582,12.65540898
15.012421,-2.01,-1.71,13.14825477,-15.15825477,-14.85825477,10.68849951,11.06411654
15.592385,-4.55,-5.01,13.88962672,-18.43962672,-18.89962672,7.608691208,7.216223224
15.941456,-4.3,-3.2,14.118863859200001,-18.41886386,-17.31886386,7.797646396,8.850412996
16.530715,-2.11,-2.05,14.73333911,-16.84333911,-16.78333911,9.694009212,9.761204874
16.948774,-2.75,-2.82,14.750573636599993,-17.50057364,-17.57057364,9.214851741,9.140887252
17.545861,-1.22,-0.96,16.49049638,-17.71049638,-17.45049638,9.311692174,9.594638374
18.042799,-2.21,-2.51,16.611008060277673,-18.82100806,-19.12100806,14.98415488,14.47545599
18.645848,-1.72,-1.7,17.18848412879532,-18.90848413,-18.88848413,15.32980669,15.36514554
19.233068,-1.15,-1.39,17.22907781867368,-18.37907782,-18.61907782,16.80635069,16.34833097
19.5,-2.17,-2.36,17.17219,-19.34219,-19.53219,15.25119439,14.92120361
19.839727,-1.94,-2.34,17.230447981866206,-19.17044798,-19.57044798,15.82676078,15.1144392
20,-2.72,-3.09,16.74987,-19.46987,-19.83987,15.41399596,14.77118172
20.530405,-2.72,-2.61,17.604621464353418,-20.32462146,-20.21462146,14.33986916,14.52262719
21.137731,-2.8,-2.69,18.040118891962265,-20.84011889,-20.73011889,13.91333261,14.09065454
21.5,-3.05,-3.11,18.231022489181896,-21.28102249,-21.34102249,13.45135643,13.35875795
21.947126,-3.27,-2.97,18.304372802422726,-21.5743728,-21.2743728,13.2750988,13.74161454
22.551463,-3.56,-4.04,18.488186348779497,-22.04818635,-22.52818635,12.91647921,12.22205262
23,-4.15,-4.1,18.619846864308425,-22.76984686,-22.71984686,12.12311537,12.19310288
23.497291,-5,-4.81,18.730456620309177,-23.73045662,-23.54045662,11.0885232,11.33375211
24.094111,-4.78,-5.07,19.081382542195257,-23.86138254,-24.15138254,11.20006453,10.83229615
24.5,-4.28,-4.27,19.237955295474187,-23.5179553,-23.5079553,11.84805509,11.86170352
25,-5.23,-5.43,19.116317559367964,-24.34631756,-24.54631756,10.99013117,10.73996525
25.196992,-5.96,-5.53,19.06338605953699,-25.02338606,-24.59338606,10.24608939,10.76609333
25.78071,-6.06,-6.36,19.091406761475927,-25.15140676,-25.45140676,10.33007039,9.97937358
26,-5.25,-5.16,19.1662265,-24.4162265,-24.3262265,11.33811267,11.45620479
26.5,-5.39,-5.34,19.293074068515935,-24.68307407,-24.63307407,11.20652375,11.27121972
27.064712,-5.95,-6.35,19.080954512502586,-25.03095451,-25.43095451,19.55394682,18.67387424
27.628446,-5.81,-6.49,19.00572357,-24.81572357,-25.49572357,20.46204451,18.9212152
28,-5.52,-6.12,19.030090035292467,-24.55009004,-25.15009004,21.38120979,19.954106
28.5,-5.76,-6.32,19.090202863367715,-24.85020286,-25.41020286,21.02390871,19.71121804
29.121741,-5.54,-5.67,19.302067078557677,-24.84206708,-24.97206708,21.50268666,21.18325657
29.657029,-5.38,-6.33,19.50541405452689,-24.88541405,-25.83541405,21.788919,19.53150389
30,-5.84,-6.21,19.529984788135145,-25.36998479,-25.73998479,20.84494534,19.97564267
30.5,-6.48,-6.81,19.51129441948874,-25.99129442,-26.32129442,19.72939935,18.9938876
31,-6.87,-7.19,19.289901363687992,-26.15990136,-26.47990136,19.66732846,18.95594199
31.392694,-6.69,-7.32,19.31740916384772,-26.00740916,-26.63740916,20.26921241,18.85110767
31.889133,-7.33,-7.68,19.499954636568756,-26.82995464,-27.17995464,18.72939398,17.98969189
32.5,-8.08,-8.08,19.718090986113914,-27.79809099,-27.79809099,17.07487594,17.07487594
33,-7.49,-7.49,19.764182469455065,-27.25418247,-27.25418247,18.4579541,18.4579541
33.5,-7.83,-8.25,19.910222115747782,-27.74022212,-28.16022212,17.71790817,16.88155494
33.906128,-7.49,-7.83,20.073886180993792,-27.56388618,-27.90388618,18.30048643,17.59797245
34.350931,-7.17,-7.49,20.309383117830972,-27.47938312,-27.79938312,18.72182155,18.04463499
35,-7.91,-8.18,20.595668329107596,-28.50566833,-28.77566833,16.94975297,16.43097645
35.5,-8.05,-8.24,20.80671807315086,-28.85671807,-29.04671807,16.51091702,16.15366956
36,-6.98,-7.6,20.760609099186365,-27.7406091,-28.3606091,19.03929185,17.72763458
36.5,-7.75,-8.24,20.720130024590908,-28.47013002,-28.96013002,17.74864114,16.77509964
36.695304,-7.95,-8.07,20.76470996740771,-28.71470997,-28.83470997,17.3481727,17.11014685
37.072739,-7.85,-7.85,20.937496211380292,-28.78749621,-28.78749621,17.38035362,17.38035362
37.5,-8.58,-8.86,21.178424123954958,-29.75842412,-30.03842412,15.72131273,15.22259899
38,-8.54,-8.88,21.434631323025194,-29.97463132,-30.31463132,15.53927583,14.94275844
38.5,-9.46,-9.78,21.57823987,-31.03823987,-31.35823987,13.92924192,13.42540764
39,-10.34,-10.34,21.59139543913686,-31.93139544,-31.93139544,12.73132428,12.73132428
39.5,-11.35,-11.47,21.76028445279561,-33.11028445,-33.23028445,11.25800969,11.10354401
39.799112,-12.18,-12.33,21.83662906504351,-34.01662907,-34.16662907,10.21928884,10.0443231
40,-11.76,-12.06,21.85339214,-33.61339214,-33.91339214,10.75893118,10.39367493
!EndOfData: 2025-07-20T04:31:35Z
!Notes: 频点列表校准生成
!MD5: afedc3a8bb041a4d02e3442ed30c2c48
